Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Ross Stewart,sct SCO,FW,Southampton,28,1996,12,389,32,11.4,4.3,4,51,0,8,23,0,0.25,1.16,2.09,-0.93,-0.93,0.74,0.91,2.23,-1.33,-1.31,0.07
Jakub Stolarczyk,pl POL,GK,Leicester City,23,2000,10,900,90,26.3,10,10,90,10,0,,11,1,1,1.6,-0.6,-0.6,0.86,0.94,1.44,-0.5,-0.5,0.72
John Stones,eng ENG,"DF,MF",Manchester City,30,1994,11,548,50,16,6.1,6,74,3,5,21,4,2,2.3,1.8,0.49,0.49,-0.29,1.61,0.93,0.67,0.67,0.16
Jørgen Strand Larsen,no NOR,FW,Wolves,24,2000,35,2587,74,75.6,28.7,30,80,11,5,35,0,1.11,1.5,1.81,-0.31,-0.31,0.34,1.13,1.51,-0.38,-0.38,0
Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24,2000,30,1557,52,45.5,17.3,16,76,6,14,24,5,0.33,0.75,2.66,-1.91,-1.91,-0.6,0.98,2.32,-1.35,-1.34,0.05
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22,2002,26,1402,54,41,15.6,17,74,5,9,16,2,0.27,0.71,2.31,-1.6,-1.6,-0.04,0.64,2.23,-1.58,-1.59,-0.36
Crysencio Summerville,nl NED,"FW,MF",West Ham,22,2001,19,786,41,23,8.7,7,67,1,12,26,1,1.05,1.49,2.3,-0.8,-0.8,-0.49,1.56,1.97,-0.4,-0.4,-0.09
Sil Swinkels,nl NED,DF,Aston Villa,20,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,28,1995,20,992,50,29,11,13,70,0,7,12,2,0.65,1,1.64,-0.64,-0.64,0.81,1.04,2.07,-1.04,-1.03,-0.03
Dominik Szoboszlai,hu HUN,MF,Liverpool,23,2000,36,2491,69,72.8,27.7,29,80,17,7,26,0,2.22,2.17,1.05,1.12,1.12,-0.24,2.15,0.99,1.17,1.17,0.07
Matt Targett,eng ENG,DF,Newcastle Utd,28,1995,2,21,11,0.6,0.2,0,,0,2,11,16,1.5,5,0,5,4.29,3.76,1.5,1.5,0,0.05,-0.44
James Tarkowski,eng ENG,DF,Everton,31,1992,33,2922,89,85.4,32.5,33,89,31,0,,0,1.15,1.05,1.17,-0.12,-0.12,-0.48,1.09,1.22,-0.12,-0.12,-0.03
Charlie Tasker,eng ENG,DF,Brighton,18,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,
Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25,1999,29,1939,67,56.7,21.5,20,85,11,9,26,0,1.45,1.35,1.35,0,0,-0.73,1.68,1.18,0.5,0.5,0.22
Charlie Taylor,eng ENG,DF,Southampton,30,1993,8,356,45,10.4,4,3,90,3,5,17,6,0.13,0.75,3,-2.25,-2.28,-0.78,0.95,2.42,-1.48,-1.49,-0.13
Jack Taylor,ie IRL,MF,Ipswich Town,26,1998,32,860,27,25.1,9.6,4,79,0,28,19,1,0.5,0.73,2.19,-1.46,-1.47,-0.34,0.72,1.61,-0.9,-0.9,0.14
Tom Taylor,,MF,Ipswich Town,,,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mathys Tel,fr FRA,FW,Tottenham,19,2005,13,911,70,26.6,10.1,11,82,6,2,4,1,0.77,0.99,1.98,-0.99,-0.99,-1.31,1.45,1.7,-0.25,-0.25,-0.18
Kenny Tete,nl NED,DF,Fulham,28,1995,22,1774,81,51.9,19.7,21,84,15,1,9,2,1.36,1.22,1.32,-0.1,-0.1,-0.21,1.3,1.27,0.03,0.03,-0.04
Thiago,br BRA,"FW,MF",Brentford,23,2001,8,175,22,5.1,1.9,1,72,0,7,15,0,1.75,1.58,2.11,-0.53,-0.51,-0.79,0.74,1.84,-1.11,-1.1,-1.26
Luke Thomas,eng ENG,DF,Leicester City,23,2001,14,1110,79,32.5,12.3,13,85,9,1,4,11,0.57,0.65,1.87,-1.22,-1.22,0.03,0.67,1.99,-1.32,-1.32,-0.42
Youri Tielemans,be BEL,MF,Aston Villa,27,1997,36,3026,84,88.5,33.6,35,86,27,1,29,0,1.67,1.58,1.37,0.21,0.21,0.21,1.52,1.3,0.22,0.22,0.59
Kieran Tierney,sct SCO,"DF,FW",Arsenal,27,1997,13,259,20,7.6,2.9,2,62,0,11,12,13,2.08,1.03,0.34,0.69,0.69,-0.24,1.66,0.9,0.72,0.75,0.08
Jurriën Timber,nl NED,DF,Arsenal,23,2001,30,2417,81,70.7,26.9,27,87,18,3,25,2,2,1.93,0.78,1.15,1.15,0.8,1.57,0.79,0.78,0.78,0.38
Jean-Clair Todibo,fr FRA,DF,West Ham,24,1999,27,1825,68,53.4,20.3,20,80,9,7,31,5,1.37,1.48,1.63,-0.15,-0.15,0.59,1.31,1.45,-0.14,-0.14,0.43
Harry Toffolo,eng ENG,DF,Nott'ham Forest,28,1995,4,137,34,4,1.5,1,90,1,3,16,20,2.5,1.33,1.33,0,0,-0.33,0.87,1.93,-1.07,-1.05,-1
Takehiro Tomiyasu,jp JPN,DF,Arsenal,25,1998,1,7,7,0.2,0.1,0,,0,1,7,0,3,10,0,10,12.86,11.96,6,0,5,6.86,6.2
Sandro Tonali,it ITA,MF,Newcastle Utd,24,2000,36,2630,73,76.9,29.2,28,86,22,8,27,0,1.72,1.88,1.16,0.72,0.72,0.72,1.74,1.12,0.61,0.61,0.56
Pau Torres,es ESP,DF,Aston Villa,27,1997,24,2020,84,59.1,22.4,23,87,22,1,21,4,1.58,1.34,1.47,-0.13,-0.13,-0.78,1.37,1.32,0.06,0.06,-0.24
Conor Townsend,eng ENG,DF,Ipswich Town,31,1993,6,335,56,9.8,3.7,3,87,2,3,25,26,0.83,1.35,1.62,-0.27,-0.27,1.04,0.81,2.16,-1.35,-1.35,-0.37
Adama Traoré,es ESP,"FW,MF",Fulham,28,1996,36,1772,49,51.8,19.7,18,76,4,18,23,1,1.47,1.62,1.42,0.2,0.2,0.42,1.42,1.25,0.17,0.17,0.25
Boubacar Traoré,ml MLI,MF,Wolves,22,2001,1,1,1,0,0,0,,0,1,1,7,3,0,0,0,0,0.39,0.6,0,0.6,49.93,50.33
Mark Travers,ie IRL,GK,Bournemouth,25,1999,5,450,90,13.2,5,5,90,5,0,,18,1.6,1.2,1,0.2,0.2,-0.13,1.4,1.46,-0.04,-0.05,-0.53
Ryan Trevitt,eng ENG,MF,Brentford,21,2003,1,4,4,0.1,0,0,,0,1,4,11,0,0,0,0,0,-0.24,0,0,0,0,-0.09
Kieran Trippier,eng ENG,DF,Newcastle Utd,33,1990,25,1309,52,38.3,14.5,14,77,2,11,21,6,1.6,2,1.24,0.76,0.76,0.33,1.85,1.19,0.66,0.66,0.29
Leandro Trossard,be BEL,FW,Arsenal,29,1994,38,2546,67,74.4,28.3,28,82,14,10,25,0,1.95,1.87,0.92,0.95,0.95,0.13,1.57,0.86,0.72,0.72,0.19
Kostas Tsimikas,gr GRE,DF,Liverpool,28,1996,18,837,47,24.5,9.3,9,76,4,9,17,16,2.17,1.4,0.86,0.54,0.54,-0.86,2.02,0.95,1.08,1.07,-0.1
Axel Tuanzebe,cd COD,DF,Ipswich Town,26,1997,22,1710,78,50,19,20,84,12,2,14,0,0.64,0.89,1.95,-1.05,-1.05,0.32,0.89,1.65,-0.75,-0.75,0.51
Matt Turner,us USA,GK,Crystal Palace,30,1994,0,,,,,0,,0,0,,32,,,,,,,,,,,
Destiny Udogie,it ITA,DF,Tottenham,21,2002,25,1924,77,56.3,21.4,24,80,14,1,4,5,1.12,1.68,1.64,0.05,0.05,0.17,1.61,1.56,0.06,0.06,0.4
Manuel Ugarte,uy URU,MF,Manchester Utd,23,2001,29,1785,62,52.2,19.8,22,75,8,7,20,3,1.17,1.21,1.67,-0.45,-0.45,-0.4,1.06,1.45,-0.39,-0.4,-0.76
Lesley Ugochukwu,fr FRA,MF,Southampton,20,2004,26,1655,64,48.4,18.4,18,77,4,8,33,6,0.42,0.71,2.12,-1.41,-1.41,0.32,0.73,2.15,-1.41,-1.41,-0.08
Franco Umeh-Chibueze,ie IRL,MF,Crystal Palace,19,2005,0,,,,,0,,0,0,,8,,,,,,,,,,,
Enes Ünal,tr TUR,"FW,MF",Bournemouth,27,1997,17,345,20,10.1,3.8,2,62,0,15,15,0,1.65,1.58,0.79,0.79,0.78,0.52,2.05,1.66,0.39,0.38,-0.03
Hákon Valdimarsson,is ISL,GK,Brentford,22,2001,2,145,73,4.2,1.6,1,90,1,1,55,36,0.5,0,1.25,-1.25,-1.24,-1.54,1.94,0.94,1.06,1.03,0.97
Virgil van Dijk,nl NED,DF,Liverpool,33,1991,37,3330,90,97.4,37,37,90,37,0,,1,2.27,2.27,1.03,1.24,1.24,2.24,2.16,0.98,1.18,1.18,1.14
Jamie Vardy,eng ENG,FW,Leicester City,37,1987,35,2823,81,82.5,31.4,35,81,20,0,,0,0.71,0.89,2.17,-1.27,-1.28,-0.22,0.88,1.97,-1.1,-1.1,-0.36
Renato Veiga,pt POR,"DF,MF",Chelsea,21,2003,7,181,26,5.3,2,1,90,1,6,15,13,2.14,1,1,0,0,-0.58,1,1.5,-0.55,-0.52,-1.12
Joël Veltman,nl NED,DF,Brighton,32,1992,21,1697,81,49.6,18.9,19,86,14,2,27,3,1.81,1.69,1.27,0.42,0.42,0.48,1.4,1.29,0.12,0.11,0.01
Micky van de Ven,nl NED,DF,Tottenham,23,2001,13,1015,78,29.7,11.3,12,82,7,1,30,6,1.08,1.95,1.5,0.44,0.44,0.67,1.97,1.15,0.82,0.82,1.34
Bart Verbruggen,nl NED,GK,Brighton,21,2002,36,3240,90,94.7,36,36,90,36,0,,0,1.53,1.69,1.61,0.08,0.08,-1.92,1.53,1.46,0.07,0.07,-0.75
Jannik Vestergaard,dk DEN,DF,Leicester City,31,1992,18,1391,77,40.7,15.5,16,81,10,2,51,2,0.5,0.45,2.26,-1.81,-1.81,-0.97,0.77,1.6,-0.83,-0.83,0.34
Guglielmo Vicario,it ITA,GK,Tottenham,27,1996,24,2160,90,63.2,24,24,90,24,0,,2,1.25,1.79,1.54,0.25,0.25,0.75,1.74,1.38,0.36,0.36,1.29
Carlos Vinícius,br BRA,"MF,FW",Fulham,29,1995,3,16,5,0.5,0.2,0,,0,3,5,8,1.33,5,5,0,0,0,3.5,0.5,3,3.37,3.34
João Virgínia,pt POR,GK,Everton,24,1999,0,,,,,0,,0,0,,38,,,,,,,,,,,
Odysseas Vlachodimos,gr GRE,GK,Newcastle Utd,30,1994,0,,,,,0,,0,0,,10,,,,,,,,,,,
Kyle Walker,eng ENG,DF,Manchester City,34,1990,15,970,65,28.4,10.8,9,89,8,6,29,2,1.4,1.2,1.94,-0.74,-0.74,-2.06,1.43,1.79,-0.36,-0.36,-1.26
Kyle Walker-Peters,eng ENG,DF,Southampton,27,1997,33,2918,88,85.3,32.4,33,88,29,0,,2,0.3,0.71,2.38,-1.67,-1.67,-0.59,0.82,2.29,-1.47,-1.47,-0.67
Christian Walton,eng ENG,GK,Ipswich Town,28,1995,7,630,90,18.4,7,7,90,7,0,,27,0.57,0.86,2.71,-1.86,-1.86,-0.79,0.8,1.97,-1.17,-1.17,-0.2
Aaron Wan-Bissaka,cd COD,DF,West Ham,26,1997,36,3154,88,92.2,35,35,89,33,1,29,1,1.17,1.26,1.69,-0.43,-0.43,-0.09,1.21,1.61,-0.4,-0.4,-0.8
Danny Ward,wls WAL,GK,Leicester City,31,1993,2,135,68,3.9,1.5,1,90,1,1,45,14,0,0,4,-4,-4,-2.88,0.6,2.27,-1.67,-1.7,-0.69
Joel Ward,eng ENG,DF,Crystal Palace,34,1989,2,71,36,2.1,0.8,1,70,0,1,1,18,3,3.75,2.5,1.25,1.27,1.29,1.38,1.75,-0.37,-0.37,-0.68
James Ward-Prowse,eng ENG,MF,West Ham,29,1994,15,1039,69,30.4,11.5,12,80,6,3,25,1,1.07,1.04,0.96,0.09,0.09,0.73,1.12,1.19,-0.07,-0.07,0.38
James Ward-Prowse,eng ENG,MF,Nott'ham Forest,29,1994,9,400,44,11.7,4.4,5,75,2,4,6,9,1.56,0.91,1.59,-0.68,-0.68,-1.12,1,1.2,-0.2,-0.21,-0.13
Ollie Watkins,eng ENG,FW,Aston Villa,28,1995,38,2598,68,76,28.9,31,78,11,7,25,0,1.74,1.7,1.38,0.31,0.31,0.53,1.52,1.34,0.18,0.18,0.08
Adam Webster,eng ENG,DF,Brighton,29,1995,14,887,63,25.9,9.9,11,77,8,3,14,7,2.29,2.63,1.11,1.52,1.52,1.81,1.92,1.44,0.46,0.47,0.49
Danny Welbeck,eng ENG,FW,Brighton,33,1990,30,2115,71,61.8,23.5,24,84,11,6,17,0,1.7,1.74,1.57,0.17,0.17,-0.04,1.49,1.57,-0.08,-0.08,-0.49
Reece Welch,eng ENG,DF,Everton,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Welington,br BRA,DF,Southampton,23,2001,10,482,48,14.1,5.4,6,73,2,4,11,3,0.6,0.74,1.85,-1.11,-1.12,0.53,0.56,2.15,-1.59,-1.61,-0.28
Maxwell Wellings,eng ENG,DF,Bournemouth,19,2005,0,,,,,0,,0,0,,14,,,,,,,,,,,
Timo Werner,de GER,"FW,MF",Tottenham,28,1996,18,516,29,15.1,5.7,4,71,0,14,17,3,0.83,1.75,2.11,-0.35,-0.35,-0.38,1.98,2.02,-0.04,-0.04,0.1
Adam Wharton,eng ENG,MF,Crystal Palace,20,2004,20,1318,66,38.5,14.6,16,77,3,4,23,1,1.25,1.23,1.44,-0.21,-0.2,-0.33,1.45,1.32,0.13,0.13,-0.27
Ethan Wheatley,eng ENG,FW,Manchester Utd,18,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,
Ben White,eng ENG,DF,Arsenal,26,1997,17,1198,70,35,13.3,13,86,10,4,19,3,1.47,1.5,0.98,0.53,0.53,-0.61,1.42,1.22,0.2,0.21,-0.71
Alfie Whiteman,eng ENG,GK,Tottenham,25,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mats Wieffer,nl NED,"DF,MF",Brighton,24,1999,25,1015,41,29.7,11.3,10,79,5,15,15,3,1.6,2.21,1.95,0.27,0.27,0.12,1.55,1.69,-0.14,-0.15,-0.36
Luca Williams Barnett,eng ENG,FW,Tottenham,15,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,
Neco Williams,wls WAL,DF,Nott'ham Forest,23,2001,35,2594,74,75.8,28.8,28,88,23,7,17,3,1.77,1.63,1.08,0.56,0.56,0.99,1.22,1.3,-0.08,-0.08,0.03
Willian,br BRA,"FW,MF",Fulham,35,1988,10,257,26,7.5,2.9,2,76,0,8,13,4,1.2,0.69,1.03,-0.34,-0.35,-0.38,1.31,1.45,-0.14,-0.16,-0.22
Joe Willock,eng ENG,"MF,FW",Newcastle Utd,24,1999,32,1086,34,31.8,12.1,11,62,0,21,19,1,1.59,1.57,1.32,0.25,0.25,-0.45,1.56,1.21,0.35,0.35,-0.19
Callum Wilson,eng ENG,FW,Newcastle Utd,32,1992,18,370,21,10.8,4.1,2,66,0,16,15,0,1.5,0.98,1.71,-0.73,-0.73,-1.44,1.2,1.46,-0.27,-0.26,-0.83
Harry Wilson,wls WAL,"FW,MF",Fulham,27,1997,25,1162,46,34,12.9,12,77,1,13,18,3,1.28,1.78,1.63,0.16,0.15,0.23,1.29,1.29,-0.01,-0.01,-0.09
Thomas Wilson-Brown,eng ENG,DF,Leicester City,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Josh Wilson-Esbrand,eng ENG,DF,Manchester City,21,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Harry Winks,eng ENG,MF,Leicester City,28,1996,22,1538,70,45,17.1,17,80,12,5,34,3,0.45,0.99,1.99,-0.99,-0.99,0.44,0.96,1.69,-0.73,-0.73,0.55
Ben Winterburn,eng ENG,"MF,FW",Bournemouth,19,2004,4,24,6,0.7,0.3,0,,0,4,6,16,2,6.67,0,6.67,7.5,7.23,4.33,0.67,3.67,4.13,3.75
Yoane Wissa,cd COD,FW,Brentford,27,1996,35,2919,83,85.4,32.4,34,85,23,1,25,0,1.49,1.73,1.39,0.34,0.34,0.7,1.56,1.37,0.19,0.18,0.62
Chris Wood,nz NZL,FW,Nott'ham Forest,32,1991,36,2959,82,86.5,32.9,35,84,14,1,28,0,1.72,1.58,1.12,0.46,0.46,1.04,1.19,1.2,-0.02,-0.01,0.56
Nathan Wood-Gordon,eng ENG,DF,Southampton,22,2002,11,773,70,22.6,8.6,9,77,6,2,42,14,0.09,0.35,2.33,-1.98,-1.98,-0.52,0.71,2.45,-1.74,-1.75,-0.48
Luke Woolfenden,eng ENG,DF,Ipswich Town,25,1998,15,1187,79,34.7,13.2,12,90,11,3,36,13,0.47,0.91,2.12,-1.21,-1.21,0,0.7,1.95,-1.25,-1.25,-0.37
Jacob Wright,eng ENG,MF,Manchester City,18,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,
Yehor Yarmoliuk,ua UKR,MF,Brentford,20,2004,31,1450,47,42.4,16.1,15,79,6,16,16,7,1.52,1.68,1.55,0.12,0.12,-0.2,1.42,1.62,-0.2,-0.21,-0.52
Ryan Yates,eng ENG,MF,Nott'ham Forest,26,1997,35,1915,55,56,21.3,18,83,13,17,25,2,1.69,1.17,1.27,-0.09,-0.09,-0.93,1.14,1.28,-0.14,-0.14,-0.11
Tony Yogane,eng ENG,MF,Brentford,18,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
Leny Yoro,fr FRA,DF,Manchester Utd,18,2005,21,1165,55,34.1,12.9,12,78,5,9,26,0,0.81,1.32,1.86,-0.54,-0.54,-0.42,1.4,1.5,-0.1,-0.1,-0.1
Ashley Young,eng ENG,DF,Everton,39,1985,32,1875,59,54.8,20.8,19,85,14,13,20,4,1.34,1.01,1.06,-0.05,-0.05,0.01,1.01,1.26,-0.25,-0.26,-0.31
Kadan Young,eng ENG,MF,Aston Villa,18,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,
Illia Zabarnyi,ua UKR,DF,Bournemouth,21,2002,36,3109,86,90.9,34.5,35,88,30,1,45,0,1.53,1.54,1.19,0.35,0.35,0.35,1.66,1.22,0.44,0.44,0.35
Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,27,1996,15,527,35,15.4,5.9,5,72,1,10,17,16,1.87,1.53,0.17,1.36,1.37,0.53,1.47,0.53,0.95,0.95,0.33
Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23,2001,32,1402,44,41,15.6,14,72,4,18,22,0,1.19,1.67,1.54,0.13,0.13,0.66,1.46,1.56,-0.1,-0.1,-0.12
Oliwier Zych,pl POL,GK,Aston Villa,20,2004,0,,,,,0,,0,0,,9,,,,,,,,,,,
Martin Ødegaard,no NOR,MF,Arsenal,25,1998,30,2325,78,68,25.8,26,86,14,4,23,0,2,1.94,0.81,1.12,1.12,0.63,1.59,0.84,0.75,0.75,0.25
